Amount;Creation date;Closing date;Pipeline;Status;Customer;Country;Product;Sales person;Probability;Source;Expected amount;Color
14,592.988;10-17-2013 12:18:24;01-24-2014 12:18:24;STANDBY;STANDBY;Company 5;Belgium;PRODUCT 1;Jamie Gilbeau;37.306;Lead generation;544,401.47;GREY
9,924.552;10-09-2013 22:44:24;01-25-2014 22:44:24;EARLY;VERBAL COMMITMENT;Company 8;Indonesia;PRODUCT 4;Kathrine Janas;84.946;Lead generation;843,055.358;GREEN
14,653.269;10-02-2013 11:02:24;02-06-2014 11:02:24;ADVANCED;WIN;Company 3;United Kingdom;PRODUCT 11;Darryl Innes;38.773;Partner;568,156.967;GREY
10,442.359;10-27-2013 03:39:24;02-21-2014 03:39:24;ADVANCED;VERBAL COMMITMENT;Company 3;Poland;PRODUCT 8;Jerri Preble;98.754;Partner;1,031,225.857;GREEN
11,780.579;10-23-2013 22:33:24;01-23-2014 22:33:24;EARLY;VERBAL COMMITMENT;Company 8;United States;PRODUCT 7;Neva Hunger;20.131;Event;237,153.502;RED
14,895.54;10-12-2013 22:58:24;02-16-2014 22:58:24;ADVANCED;DEMO;Company 3;China;PRODUCT 10;Kathrine Janas;50.491;Reference;752,095.189;YELLOW
13,483.598;10-24-2013 18:54:24;01-26-2014 18:54:24;STANDBY;LOST;Company 4;Russia;PRODUCT 2;Jamie Gilbeau;44.482;Lead generation;599,772.053;GREY
11,611.818;10-03-2013 19:06:24;01-04-2014 19:06:24;EARLY;SHORT LISTED;Company 2;Netherlands;PRODUCT 3;Jerri Preble;78.429;Event;910,698.023;GREEN
14,897.458;10-02-2013 09:58:24;01-22-2014 09:58:24;STANDBY;QUALIFIED;Company 3;Sweden;PRODUCT 11;Jerri Preble;12.135;Personal contact;180,784.746;RED
10,820.443;10-16-2013 14:39:24;01-18-2014 14:39:24;STANDBY;QUALIFIED;Company 9;Indonesia;PRODUCT 7;Roxie Foraker;70.117;Personal contact;758,696.416;YELLOW
13,774.316;11-08-2013 10:44:24;02-23-2014 10:44:24;EARLY;CONTACTED;Company 2;Norway;PRODUCT 1;Jamie Gilbeau;39.542;Reference;544,659.009;GREY
14,211.114;11-08-2013 04:40:24;03-10-2014 04:40:24;EARLY;CONTACTED;Company 7;Poland;PRODUCT 3;Nita Marling;7.142;Partner;101,498.784;RED
8,985.644;11-07-2013 22:38:24;03-13-2014 22:38:24;STANDBY;DEMO;Company 9;Russia;PRODUCT 8;Neva Hunger;82.365;Website;740,100.542;GREEN
11,754.636;11-10-2013 00:38:24;03-06-2014 00:38:24;EARLY;SHORT LISTED;Company 7;China;PRODUCT 5;Nita Marling;79.019;Reference;928,843.096;GREEN
14,036.232;11-18-2013 19:45:24;02-16-2014 19:45:24;ADVANCED;LOST;Company 3;Australia;PRODUCT 7;Neva Hunger;52.698;Customer;739,682.581;YELLOW
9,285.282;11-15-2013 06:17:24;02-14-2014 06:17:24;ADVANCED;STANDBY;Company 7;Norway;PRODUCT 4;Jamie Gilbeau;16.228;Event;150,678.681;RED
12,089.919;11-17-2013 12:32:24;02-17-2014 12:32:24;ADVANCED;VERBAL COMMITMENT;Company 7;Norway;PRODUCT 4;Jerri Preble;80.42;Website;972,269.808;GREEN
13,344.879;11-06-2013 19:57:24;02-26-2014 19:57:24;ADVANCED;SHORT LISTED;Company 1;Canada;PRODUCT 2;Kathrine Janas;92.387;Website;1,232,897.55;GREEN
10,007.034;11-25-2013 13:05:24;03-04-2014 13:05:24;STANDBY;LOST;Company 7;Canada;PRODUCT 8;Julio Burdge;68.69;Website;687,378.912;YELLOW
11,788.612;11-04-2013 02:01:24;02-03-2014 02:01:24;STANDBY;CONTACTED;Company 8;Germany;PRODUCT 4;Kathrine Janas;45.575;Customer;537,266.775;GREY
12,893.563;11-17-2013 11:33:24;03-16-2014 11:33:24;STANDBY;LOST;Company 6;France;PRODUCT 10;Julio Burdge;93.585;Customer;1,206,638.535;GREEN
9,652.551;11-24-2013 15:29:24;03-11-2014 15:29:24;ADVANCED;WIN;Company 5;China;PRODUCT 4;Jerri Preble;68.782;Personal contact;663,921.16;YELLOW
13,662.03;11-22-2013 16:48:24;04-04-2014 16:48:24;EARLY;SHORT LISTED;Company 3;South Korea;PRODUCT 3;Roxie Foraker;97.878;Website;1,337,207.685;GREEN
11,782.887;11-18-2013 23:59:24;02-18-2014 23:59:24;ADVANCED;WIN;Company 9;Netherlands;PRODUCT 3;Roxie Foraker;19.511;Personal contact;229,894.046;RED
8,104.099;11-15-2013 19:57:24;02-16-2014 19:57:24;EARLY;STANDBY;Company 3;Russia;PRODUCT 8;Kathrine Janas;28.955;Website;234,655.957;GREY
11,726.898;11-23-2013 20:33:24;02-22-2014 20:33:24;EARLY;STANDBY;Company 7;Switzerland;PRODUCT 11;Darryl Innes;98.515;Customer;1,155,275.051;GREEN
10,974.893;11-16-2013 05:01:24;03-24-2014 05:01:24;ADVANCED;CONTACTED;Company 5;Spain;PRODUCT 8;Nita Marling;70.876;Website;777,854.131;YELLOW
11,385.627;11-26-2013 04:39:24;03-23-2014 04:39:24;ADVANCED;DEMO;Company 9;Australia;PRODUCT 5;Neva Hunger;47.677;Lead generation;542,830.811;GREY
13,589.034;11-10-2013 04:23:24;02-09-2014 04:23:24;EARLY;WIN;Company 3;Norway;PRODUCT 1;Darryl Innes;20.57;Partner;279,519.711;RED
11,928.276;11-16-2013 11:31:24;03-12-2014 11:31:24;ADVANCED;VERBAL COMMITMENT;Company 3;Russia;PRODUCT 1;Jamie Gilbeau;17.028;Reference;203,114.519;RED
12,428.401;10-31-2013 03:44:24;02-05-2014 03:44:24;EARLY;DEMO;Company 2;China;PRODUCT 6;Darryl Innes;58.178;Partner;723,060.444;YELLOW
14,468.329;11-08-2013 11:11:24;03-11-2014 11:11:24;STANDBY;QUALIFIED;Company 7;Turkey;PRODUCT 8;Jerri Preble;50.909;Event;736,570.285;YELLOW
14,261.603;11-03-2013 14:40:24;02-28-2014 14:40:24;STANDBY;LOST;Company 5;Mexico;PRODUCT 6;Julio Burdge;61.535;Website;877,592.165;YELLOW
13,001.386;11-02-2013 18:11:24;03-07-2014 18:11:24;EARLY;STANDBY;Company 3;Spain;PRODUCT 1;Nita Marling;43.271;Reference;562,586.254;GREY
14,275.179;11-06-2013 17:10:24;02-25-2014 17:10:24;STANDBY;LOST;Company 3;Netherlands;PRODUCT 1;Jamie Gilbeau;14.788;Partner;211,106.714;RED
11,104.715;11-27-2013 19:00:24;03-14-2014 19:00:24;ADVANCED;LOST;Company 4;Sweden;PRODUCT 8;Kathrine Janas;12.117;Partner;134,554.948;RED
13,716.508;11-26-2013 09:08:24;04-05-2014 09:08:24;STANDBY;QUALIFIED;Company 9;Japan;PRODUCT 8;Darryl Innes;61.16;Event;838,896.5;YELLOW
9,898.526;11-22-2013 11:22:24;03-25-2014 11:22:24;EARLY;QUALIFIED;Company 2;Spain;PRODUCT 8;Darryl Innes;43.083;Website;426,454.336;GREY
10,548.444;11-22-2013 17:11:24;02-24-2014 17:11:24;EARLY;CONTACTED;Company 3;Australia;PRODUCT 11;Jerri Preble;49.849;Partner;525,830.097;GREY
12,768.965;11-03-2013 05:17:24;02-10-2014 05:17:24;EARLY;DEMO;Company 1;Japan;PRODUCT 1;Jamie Gilbeau;52.161;Website;666,047.188;YELLOW
8,615.664;12-22-2013 22:42:24;04-25-2014 22:42:24;EARLY;CONTACTED;Company 8;Turkey;PRODUCT 3;Roxie Foraker;27.077;Personal contact;233,290.308;GREY
8,352.824;12-23-2013 21:24:24;04-20-2014 21:24:24;EARLY;LOST;Company 7;Belgium;PRODUCT 8;Roxie Foraker;17.566;Personal contact;146,729.171;RED
13,822.743;12-07-2013 02:43:24;03-15-2014 02:43:24;ADVANCED;QUALIFIED;Company 9;Japan;PRODUCT 3;Nita Marling;21.27;Website;294,010.012;RED
12,283.968;12-14-2013 07:24:24;04-06-2014 07:24:24;STANDBY;SHORT LISTED;Company 3;Netherlands;PRODUCT 10;Jerri Preble;30.735;Lead generation;377,545.186;GREY
13,823.938;12-16-2013 19:47:24;04-23-2014 19:47:24;ADVANCED;QUALIFIED;Company 1;Brazil;PRODUCT 3;Nita Marling;72.381;Personal contact;1,000,587.062;YELLOW
10,201.487;12-11-2013 07:01:24;04-22-2014 07:01:24;ADVANCED;CONTACTED;Company 3;United Kingdom;PRODUCT 8;Julio Burdge;16.472;Event;168,043.009;RED
14,724.699;12-05-2013 12:49:24;04-08-2014 12:49:24;EARLY;STANDBY;Company 9;Turkey;PRODUCT 1;Julio Burdge;55.357;Event;815,121.918;YELLOW
8,519.56;12-06-2013 18:06:24;03-27-2014 18:06:24;STANDBY;LOST;Company 3;Belgium;PRODUCT 4;Jamie Gilbeau;72.239;Reference;615,445.364;YELLOW
12,294.894;12-23-2013 10:26:24;05-06-2014 10:26:24;EARLY;WIN;Company 5;Belgium;PRODUCT 8;Darryl Innes;47.747;Customer;587,047.615;GREY
14,459.041;12-12-2013 03:08:24;04-12-2014 03:08:24;STANDBY;CONTACTED;Company 1;Brazil;PRODUCT 4;Kathrine Janas;76.575;Lead generation;1,107,195.721;GREEN
13,193.752;12-01-2013 00:06:24;03-12-2014 00:06:24;EARLY;WIN;Company 2;South Korea;PRODUCT 10;Roxie Foraker;91.443;Event;1,206,475.092;GREEN
11,840.765;12-08-2013 15:26:24;04-06-2014 15:26:24;STANDBY;SHORT LISTED;Company 5;China;PRODUCT 1;Jamie Gilbeau;16.665;Website;197,328.037;RED
11,706.532;12-08-2013 10:52:24;04-03-2014 10:52:24;ADVANCED;SHORT LISTED;Company 7;Switzerland;PRODUCT 11;Neva Hunger;98.57;Reference;1,153,907.097;GREEN
13,140.57;12-14-2013 17:26:24;03-18-2014 17:26:24;ADVANCED;VERBAL COMMITMENT;Company 9;Turkey;PRODUCT 11;Nita Marling;85.05;Reference;1,117,610.271;GREEN
9,492.899;12-27-2013 12:29:24;03-28-2014 12:29:24;EARLY;DEMO;Company 1;United Kingdom;PRODUCT 6;Roxie Foraker;51.512;Customer;488,999.038;YELLOW
9,306.04;12-07-2013 13:13:24;04-04-2014 13:13:24;STANDBY;QUALIFIED;Company 9;South Korea;PRODUCT 5;Kathrine Janas;95.471;Reference;888,460.369;GREEN
11,847.033;12-19-2013 11:17:24;04-09-2014 11:17:24;ADVANCED;CONTACTED;Company 5;China;PRODUCT 8;Kathrine Janas;47.084;Customer;557,801.199;GREY
9,834.963;12-10-2013 15:42:24;03-29-2014 15:42:24;ADVANCED;STANDBY;Company 6;Canada;PRODUCT 3;Jamie Gilbeau;67.859;Customer;667,390.66;YELLOW
10,969.44;12-07-2013 10:43:24;03-26-2014 10:43:24;ADVANCED;QUALIFIED;Company 5;Poland;PRODUCT 2;Julio Burdge;34.834;Event;382,107.181;GREY
8,615.515;12-16-2013 11:23:24;03-22-2014 11:23:24;ADVANCED;WIN;Company 6;Australia;PRODUCT 2;Roxie Foraker;32.463;Reference;279,683.986;GREY
8,750.5;12-03-2013 21:40:24;03-03-2014 21:40:24;EARLY;SHORT LISTED;Company 3;Norway;PRODUCT 4;Neva Hunger;99.498;Website;870,659.843;GREEN
12,028.154;12-20-2013 06:29:24;03-26-2014 06:29:24;STANDBY;SHORT LISTED;Company 4;Japan;PRODUCT 3;Neva Hunger;3.121;Reference;37,538.891;RED
12,565.717;12-16-2013 08:16:24;04-23-2014 08:16:24;STANDBY;STANDBY;Company 4;Japan;PRODUCT 3;Jerri Preble;37.589;Lead generation;472,330.695;GREY
13,809.239;12-18-2013 03:59:24;03-24-2014 03:59:24;STANDBY;LOST;Company 9;Indonesia;PRODUCT 8;Julio Burdge;69.67;Customer;962,089.976;YELLOW
14,582.7;12-21-2013 16:38:24;04-02-2014 16:38:24;STANDBY;SHORT LISTED;Company 6;South Korea;PRODUCT 6;Neva Hunger;78.124;Partner;1,139,254.385;GREEN
11,176.364;12-15-2013 15:42:24;03-20-2014 15:42:24;ADVANCED;DEMO;Company 1;Australia;PRODUCT 8;Jerri Preble;59.496;Lead generation;664,954.518;YELLOW
14,079.857;12-19-2013 08:47:24;03-29-2014 08:47:24;ADVANCED;SHORT LISTED;Company 6;United States;PRODUCT 3;Roxie Foraker;97.499;Personal contact;1,372,771.187;GREEN
9,715.416;12-10-2013 04:06:24;03-28-2014 04:06:24;STANDBY;CONTACTED;Company 3;Norway;PRODUCT 4;Neva Hunger;18.228;Reference;177,091.197;RED
9,276.807;12-05-2013 04:35:24;04-03-2014 04:35:24;EARLY;QUALIFIED;Company 5;Sweden;PRODUCT 2;Nita Marling;78.5;Reference;728,232.292;GREEN
13,529.344;11-30-2013 08:03:24;03-18-2014 08:03:24;ADVANCED;SHORT LISTED;Company 3;Brazil;PRODUCT 7;Kathrine Janas;59.565;Lead generation;805,874.064;YELLOW
11,176.515;01-07-2014 09:37:24;05-04-2014 09:37:24;EARLY;DEMO;Company 4;Italy;PRODUCT 1;Neva Hunger;63.456;Customer;709,212.981;YELLOW
11,148.653;01-12-2014 22:24:24;04-21-2014 22:24:24;STANDBY;QUALIFIED;Company 6;Mexico;PRODUCT 1;Kathrine Janas;34.255;Reference;381,891.772;GREY
12,919.142;01-26-2014 02:30:24;05-25-2014 02:30:24;EARLY;DEMO;Company 3;Poland;PRODUCT 11;Kathrine Janas;51.528;Reference;665,697.022;YELLOW
9,703.615;01-23-2014 11:30:24;06-05-2014 11:30:24;STANDBY;CONTACTED;Company 6;Turkey;PRODUCT 10;Roxie Foraker;68.203;Website;661,816.335;YELLOW
9,147.617;01-17-2014 03:17:24;04-25-2014 03:17:24;STANDBY;STANDBY;Company 3;Saudi Arabia;PRODUCT 10;Neva Hunger;90.149;Personal contact;824,650.271;GREEN
8,858.199;12-31-2013 02:44:24;04-11-2014 02:44:24;STANDBY;QUALIFIED;Company 6;Poland;PRODUCT 3;Nita Marling;19.73;Customer;174,775.873;RED
12,884.92;01-21-2014 16:20:24;05-31-2014 16:20:24;EARLY;LOST;Company 3;Switzerland;PRODUCT 4;Julio Burdge;10.595;Reference;136,510.068;RED
9,005.715;01-15-2014 07:07:24;05-23-2014 07:07:24;ADVANCED;QUALIFIED;Company 3;Switzerland;PRODUCT 11;Darryl Innes;5.965;Partner;53,715.191;RED
10,423.098;01-01-2014 14:57:24;04-15-2014 14:57:24;STANDBY;DEMO;Company 7;Sweden;PRODUCT 7;Kathrine Janas;57.697;Personal contact;601,386.469;YELLOW
8,226.186;01-21-2014 22:23:24;06-03-2014 22:23:24;ADVANCED;DEMO;Company 5;China;PRODUCT 8;Roxie Foraker;48.377;Event;397,958.3;GREY
11,723.986;01-21-2014 16:28:24;05-10-2014 16:28:24;ADVANCED;VERBAL COMMITMENT;Company 8;Indonesia;PRODUCT 11;Darryl Innes;63.705;Partner;746,878.517;YELLOW
12,505.434;01-25-2014 20:15:24;05-17-2014 20:15:24;ADVANCED;STANDBY;Company 5;Belgium;PRODUCT 8;Julio Burdge;87.459;Personal contact;1,093,706.98;GREEN
10,831.651;01-06-2014 02:46:24;04-12-2014 02:46:24;ADVANCED;WIN;Company 2;Belgium;PRODUCT 10;Roxie Foraker;16.275;Lead generation;176,284.112;RED
13,715.878;01-03-2014 20:00:24;05-15-2014 20:00:24;STANDBY;DEMO;Company 3;Netherlands;PRODUCT 6;Jamie Gilbeau;16.536;Reference;226,803.451;RED
13,796.561;01-11-2014 09:23:24;04-22-2014 09:23:24;STANDBY;CONTACTED;Company 1;Canada;PRODUCT 11;Roxie Foraker;70.611;Personal contact;974,186.315;YELLOW
8,859.064;01-08-2014 02:10:24;04-25-2014 02:10:24;EARLY;STANDBY;Company 5;Saudi Arabia;PRODUCT 8;Jamie Gilbeau;84.729;Lead generation;750,615.913;GREEN
11,611.462;01-05-2014 08:47:24;04-05-2014 08:47:24;EARLY;LOST;Company 3;Poland;PRODUCT 8;Neva Hunger;55.741;Event;647,238.46;YELLOW
8,069.903;01-20-2014 18:24:24;05-24-2014 18:24:24;STANDBY;STANDBY;Company 9;United Kingdom;PRODUCT 5;Julio Burdge;19.047;Partner;153,709.811;RED
13,658.984;01-27-2014 03:37:24;05-03-2014 03:37:24;ADVANCED;CONTACTED;Company 9;India;PRODUCT 6;Jamie Gilbeau;24.937;Personal contact;340,619.391;RED
13,882.635;01-09-2014 17:47:24;05-14-2014 17:47:24;EARLY;VERBAL COMMITMENT;Company 9;Turkey;PRODUCT 1;Darryl Innes;15.632;Reference;217,008.739;RED
12,170.957;01-01-2014 22:02:24;04-27-2014 22:02:24;STANDBY;WIN;Company 6;Germany;PRODUCT 5;Roxie Foraker;0.271;Customer;3,298.105;RED
10,258.504;01-06-2014 02:07:24;05-11-2014 02:07:24;EARLY;CONTACTED;Company 1;Poland;PRODUCT 8;Jamie Gilbeau;50.13;Partner;514,255.117;YELLOW
14,199.454;01-20-2014 06:17:24;05-19-2014 06:17:24;ADVANCED;VERBAL COMMITMENT;Company 4;Italy;PRODUCT 7;Kathrine Janas;61.315;Partner;870,634.232;YELLOW
13,875.161;01-08-2014 18:07:24;04-10-2014 18:07:24;ADVANCED;SHORT LISTED;Company 1;Poland;PRODUCT 11;Nita Marling;57.217;Website;793,895.574;YELLOW
11,599.543;12-31-2013 22:11:24;05-10-2014 22:11:24;STANDBY;CONTACTED;Company 3;Switzerland;PRODUCT 1;Kathrine Janas;27.981;Customer;324,570.13;GREY
9,177.777;01-01-2014 19:36:24;04-24-2014 19:36:24;STANDBY;SHORT LISTED;Company 3;Switzerland;PRODUCT 11;Julio Burdge;29.258;Partner;268,521.94;GREY
11,523.77;01-23-2014 02:04:24;05-11-2014 02:04:24;EARLY;VERBAL COMMITMENT;Company 4;Norway;PRODUCT 10;Darryl Innes;87.505;Reference;1,008,386.918;GREEN
8,691.88;01-16-2014 11:22:24;05-20-2014 11:22:24;EARLY;SHORT LISTED;Company 2;Sweden;PRODUCT 7;Kathrine Janas;84.105;Partner;731,031.595;GREEN
11,928.348;01-19-2014 23:52:24;05-26-2014 23:52:24;EARLY;CONTACTED;Company 8;Japan;PRODUCT 7;Nita Marling;15.562;Reference;185,627.402;RED
11,097.912;01-02-2014 21:52:24;04-06-2014 21:52:24;ADVANCED;CONTACTED;Company 7;China;PRODUCT 8;Darryl Innes;52.043;Customer;577,563.192;YELLOW
9,591.076;02-24-2014 23:46:24;06-25-2014 23:46:24;STANDBY;VERBAL COMMITMENT;Company 6;Norway;PRODUCT 7;Julio Burdge;41.532;Event;398,340.306;GREY
14,567.498;02-14-2014 06:31:24;06-04-2014 06:31:24;STANDBY;SHORT LISTED;Company 9;United States;PRODUCT 6;Neva Hunger;31.866;Website;464,214.087;GREY
9,140.968;02-01-2014 00:50:24;06-03-2014 00:50:24;EARLY;DEMO;Company 9;Japan;PRODUCT 7;Roxie Foraker;7.903;Personal contact;72,244.825;RED
11,861.441;02-09-2014 00:59:24;06-22-2014 00:59:24;EARLY;CONTACTED;Company 4;Norway;PRODUCT 2;Julio Burdge;66.109;Event;784,145.498;YELLOW
8,599.604;02-22-2014 14:54:24;06-01-2014 14:54:24;EARLY;STANDBY;Company 4;Brazil;PRODUCT 8;Jerri Preble;73.811;Personal contact;634,749.578;YELLOW
12,689.43;02-22-2014 17:19:24;06-11-2014 17:19:24;ADVANCED;VERBAL COMMITMENT;Company 9;Poland;PRODUCT 4;Roxie Foraker;85.4;Reference;1,083,683.257;GREEN
13,934.203;02-20-2014 19:20:24;06-06-2014 19:20:24;EARLY;LOST;Company 8;Canada;PRODUCT 1;Julio Burdge;12.727;Partner;177,334.453;RED
12,831.472;02-05-2014 05:00:24;06-10-2014 05:00:24;STANDBY;WIN;Company 7;South Korea;PRODUCT 8;Kathrine Janas;71.975;Event;923,548.861;YELLOW
9,122.41;02-02-2014 21:05:24;05-04-2014 21:05:24;EARLY;WIN;Company 2;Saudi Arabia;PRODUCT 8;Darryl Innes;54.276;Lead generation;495,130.129;YELLOW
11,521.04;02-19-2014 22:33:24;06-30-2014 22:33:24;ADVANCED;VERBAL COMMITMENT;Company 7;South Korea;PRODUCT 1;Jerri Preble;92.315;Personal contact;1,063,560.99;GREEN
11,228.804;02-08-2014 08:32:24;05-12-2014 08:32:24;ADVANCED;VERBAL COMMITMENT;Company 4;China;PRODUCT 7;Darryl Innes;20.211;Partner;226,943.62;RED
10,589.939;02-27-2014 02:20:24;07-05-2014 02:20:24;EARLY;LOST;Company 3;Sweden;PRODUCT 11;Darryl Innes;48.933;Lead generation;518,196.858;GREY
10,993.125;02-11-2014 14:06:24;05-16-2014 14:06:24;STANDBY;STANDBY;Company 4;Brazil;PRODUCT 7;Jamie Gilbeau;4.509;Lead generation;49,567.347;RED
12,874.889;02-18-2014 20:10:24;06-01-2014 20:10:24;EARLY;LOST;Company 6;Canada;PRODUCT 1;Jerri Preble;1.303;Lead generation;16,778.973;RED
12,430.215;02-03-2014 21:51:24;05-10-2014 21:51:24;STANDBY;STANDBY;Company 9;Russia;PRODUCT 6;Neva Hunger;47.624;Customer;591,971.325;GREY
9,385.837;02-03-2014 09:18:24;05-21-2014 09:18:24;EARLY;VERBAL COMMITMENT;Company 1;Sweden;PRODUCT 3;Roxie Foraker;5.924;Website;55,601.489;RED
13,941.69;02-22-2014 00:50:24;06-15-2014 00:50:24;EARLY;DEMO;Company 4;Netherlands;PRODUCT 7;Neva Hunger;54.869;Lead generation;764,968.394;YELLOW
14,735.973;02-11-2014 11:38:24;06-18-2014 11:38:24;ADVANCED;SHORT LISTED;Company 9;Australia;PRODUCT 6;Darryl Innes;25.526;Event;376,151.866;GREY
11,439.312;02-26-2014 03:56:24;06-20-2014 03:56:24;ADVANCED;QUALIFIED;Company 5;Switzerland;PRODUCT 1;Jamie Gilbeau;8.949;Website;102,367.682;RED
14,333.473;01-31-2014 00:07:24;05-17-2014 00:07:24;EARLY;WIN;Company 6;Belgium;PRODUCT 8;Julio Burdge;57.421;Reference;823,038.976;YELLOW
12,980.101;02-11-2014 03:13:24;06-06-2014 03:13:24;EARLY;VERBAL COMMITMENT;Company 3;Netherlands;PRODUCT 8;Neva Hunger;26.623;Event;345,562.797;GREY
8,834.963;02-21-2014 12:00:24;06-11-2014 12:00:24;EARLY;WIN;Company 6;United States;PRODUCT 3;Nita Marling;30.988;Website;273,776.21;GREY
12,413.147;02-20-2014 11:40:24;06-26-2014 11:40:24;STANDBY;VERBAL COMMITMENT;Company 4;Russia;PRODUCT 6;Jerri Preble;9.516;Lead generation;118,123.426;RED
12,360.697;02-03-2014 09:15:24;05-24-2014 09:15:24;EARLY;CONTACTED;Company 5;Germany;PRODUCT 5;Darryl Innes;24.305;Personal contact;300,423.801;RED
9,538.153;02-09-2014 15:46:24;06-04-2014 15:46:24;STANDBY;CONTACTED;Company 1;Netherlands;PRODUCT 3;Roxie Foraker;39.07;Lead generation;372,653.703;GREY
14,971.455;02-12-2014 05:57:24;06-23-2014 05:57:24;EARLY;QUALIFIED;Company 1;Germany;PRODUCT 10;Kathrine Janas;49.916;Lead generation;747,322.062;GREY
10,275.691;02-11-2014 03:39:24;05-19-2014 03:39:24;EARLY;WIN;Company 6;Poland;PRODUCT 3;Nita Marling;65.629;Partner;674,387.199;YELLOW
10,907.156;01-31-2014 03:01:24;05-14-2014 03:01:24;EARLY;CONTACTED;Company 3;Germany;PRODUCT 1;Julio Burdge;59.745;Lead generation;651,652.328;YELLOW
10,349.179;02-21-2014 12:10:24;06-03-2014 12:10:24;ADVANCED;LOST;Company 3;Turkey;PRODUCT 2;Nita Marling;41.676;Website;431,309.225;GREY
12,087.202;02-18-2014 07:49:24;05-21-2014 07:49:24;EARLY;VERBAL COMMITMENT;Company 8;Italy;PRODUCT 10;Neva Hunger;19.143;Personal contact;231,379.893;RED
14,978.574;03-04-2014 13:16:24;06-03-2014 13:16:24;ADVANCED;VERBAL COMMITMENT;Company 8;Germany;PRODUCT 3;Darryl Innes;49.196;Customer;736,892.235;GREY
8,372.526;03-18-2014 14:06:24;07-25-2014 14:06:24;EARLY;DEMO;Company 7;Spain;PRODUCT 6;Darryl Innes;0.079;Customer;661.274;RED
14,085.792;03-27-2014 03:45:24;07-13-2014 03:45:24;ADVANCED;LOST;Company 2;China;PRODUCT 7;Darryl Innes;71.198;Partner;1,002,876.848;YELLOW
11,089.366;03-09-2014 19:15:24;06-28-2014 19:15:24;EARLY;STANDBY;Company 7;Russia;PRODUCT 11;Jerri Preble;43.478;Event;482,142.687;GREY
14,511.832;03-06-2014 08:52:24;06-30-2014 08:52:24;ADVANCED;QUALIFIED;Company 8;France;PRODUCT 2;Kathrine Janas;57.357;Partner;832,354.357;YELLOW
8,314.76;03-10-2014 10:41:24;06-25-2014 10:41:24;STANDBY;SHORT LISTED;Company 3;Russia;PRODUCT 10;Jerri Preble;40.688;Lead generation;338,307.889;GREY
13,745.632;03-10-2014 18:10:24;06-25-2014 18:10:24;EARLY;STANDBY;Company 5;Russia;PRODUCT 4;Nita Marling;33.815;Lead generation;464,812.814;GREY
10,423.754;03-13-2014 08:00:24;06-29-2014 08:00:24;ADVANCED;SHORT LISTED;Company 6;South Korea;PRODUCT 4;Jamie Gilbeau;84.095;Personal contact;876,582.347;GREEN
9,664.64;03-26-2014 20:27:24;07-28-2014 20:27:24;EARLY;LOST;Company 4;Mexico;PRODUCT 11;Jerri Preble;7.112;Partner;68,734.988;RED
14,398.33;03-11-2014 08:24:24;06-12-2014 08:24:24;STANDBY;LOST;Company 7;Switzerland;PRODUCT 3;Roxie Foraker;36.878;Reference;530,983.726;GREY
14,787.102;03-27-2014 03:18:24;07-13-2014 03:18:24;ADVANCED;WIN;Company 4;Switzerland;PRODUCT 6;Roxie Foraker;12.258;Partner;181,265.395;RED
9,398.06;03-07-2014 14:24:24;07-08-2014 14:24:24;EARLY;DEMO;Company 2;Japan;PRODUCT 8;Julio Burdge;71.904;Reference;675,758.889;YELLOW
8,536.066;03-20-2014 09:52:24;07-03-2014 09:52:24;STANDBY;SHORT LISTED;Company 3;Brazil;PRODUCT 4;Julio Burdge;54.953;Reference;469,080.464;YELLOW
13,092.467;03-06-2014 22:28:24;06-30-2014 22:28:24;EARLY;QUALIFIED;Company 1;Russia;PRODUCT 1;Kathrine Janas;29.761;Website;389,644.088;GREY
13,015.114;03-13-2014 20:32:24;07-14-2014 20:32:24;EARLY;SHORT LISTED;Company 5;Australia;PRODUCT 4;Neva Hunger;97.936;Website;1,274,653.926;GREEN
9,255.113;03-11-2014 21:14:24;06-28-2014 21:14:24;EARLY;QUALIFIED;Company 9;Saudi Arabia;PRODUCT 8;Roxie Foraker;45.935;Event;425,137.312;GREY
8,795.803;03-03-2014 08:47:24;06-23-2014 08:47:24;EARLY;WIN;Company 1;Italy;PRODUCT 11;Neva Hunger;41.489;Reference;364,932.989;GREY
14,119.404;03-23-2014 06:56:24;07-07-2014 06:56:24;EARLY;SHORT LISTED;Company 9;Switzerland;PRODUCT 8;Jerri Preble;97.129;Website;1,371,402.554;GREEN
9,216.83;03-25-2014 15:17:24;07-05-2014 15:17:24;ADVANCED;QUALIFIED;Company 5;United Kingdom;PRODUCT 4;Jamie Gilbeau;48.068;Personal contact;443,031.449;GREY
8,996.112;03-01-2014 13:38:24;06-02-2014 13:38:24;EARLY;WIN;Company 5;Germany;PRODUCT 6;Roxie Foraker;16.715;Partner;150,369.205;RED
9,694.916;03-16-2014 07:50:24;06-25-2014 07:50:24;ADVANCED;STANDBY;Company 6;India;PRODUCT 6;Jerri Preble;61.08;Lead generation;592,167.263;YELLOW
8,652.619;03-13-2014 22:34:24;06-27-2014 22:34:24;ADVANCED;LOST;Company 8;Spain;PRODUCT 10;Neva Hunger;29.336;Lead generation;253,837.099;GREY
